date,transaction_id,user_id,sku,product_name,size,color,amount,region
2024-11-13,TXN00002249,USER001646,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,65,EU
2024-11-13,TXN00002311,USER001696,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,18,EU
2024-11-13,TXN00002477,USER001812,LM-KIT-009,PMS Comfort Kit,50ml,Citrus Energy,65,EU
2024-11-13,TXN00002738,USER001994,LM-OIL-008,Warming Body Oil,Standard,Unscented,48,NA
2024-11-13,TXN00002963,USER002142,LM-MST-005,Cooling Mist Spray,Standard,Rose Comfort,26,EU
2024-11-13,TXN00002989,USER002162,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,32,EU
2024-11-13,TXN00003153,USER002279,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,18,NA
2024-11-13,TXN00003365,USER002430,LM-DEO-001,Clean Deodorant Stick,50ml,Lavender Calm,24,EU
2024-11-13,TXN00003442,USER002487,LM-ROL-012,Aromatherapy Roller,200ml,Lavender Calm,22,EU
2024-11-14,TXN00000095,USER000069,LM-CAN-010,Ritual Grounding Candle,50ml,Citrus Energy,38,EU
2024-11-14,TXN00000133,USER000101,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,EU
2024-11-14,TXN00000339,USER000254,LM-SPF-002,SPF 50 Face Stick,100ml,Eucalyptus Fresh,28,NA
2024-11-14,TXN00000377,USER000281,LM-CAN-010,Ritual Grounding Candle,50ml,Unscented,38,EU
2024-11-14,TXN00000572,USER000427,LM-SPF-002,SPF 50 Face Stick,Standard,Lavender Calm,28,NA
2024-11-14,TXN00000662,USER000485,LM-MST-005,Cooling Mist Spray,100ml,Lavender Calm,26,NA
2024-11-14,TXN00000861,USER000628,LM-WSH-007,Adaptogen Body Wash,Travel Size,Rose Comfort,36,EU
2024-11-14,TXN00001158,USER000845,LM-SOK-006,Muscle Soak Salts,50ml,Citrus Energy,32,NA
2024-11-14,TXN00001168,USER000854,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,EU
2024-11-14,TXN00001335,USER000976,LM-KIT-009,PMS Comfort Kit,200ml,Lavender Calm,65,EU
2024-11-14,TXN00001607,USER001172,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,65,NA
2024-11-14,TXN00001817,USER001332,LM-DEO-001,Clean Deodorant Stick,Travel Size,Citrus Energy,24,NA
2024-11-14,TXN00002011,USER001470,LM-SOK-006,Muscle Soak Salts,Travel Size,Eucalyptus Fresh,32,NA
2024-11-14,TXN00002171,USER001587,LM-OIL-008,Warming Body Oil,Travel Size,Unscented,48,EU
2024-11-14,TXN00002194,USER001605,LM-OIL-008,Warming Body Oil,200ml,Rose Comfort,48,EU
2024-11-14,TXN00002203,USER001611,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,65,EU
2024-11-14,TXN00002231,USER001632,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,24,EU
2024-11-14,TXN00002428,USER001778,LM-CLO-003,Cleansing Body Cloths,100ml,Lavender Calm,18,NA
2024-11-14,TXN00002457,USER001800,LM-ROL-012,Aromatherapy Roller,Travel Size,Unscented,22,EU
2024-11-14,TXN00002591,USER001891,LM-DEO-001,Clean Deodorant Stick,50ml,Lavender Calm,24,NA
2024-11-14,TXN00002774,USER002017,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,NA
2024-11-14,TXN00003025,USER002190,LM-ROL-012,Aromatherapy Roller,Standard,Lavender Calm,22,NA
2024-11-14,TXN00003042,USER002203,LM-CLO-003,Cleansing Body Cloths,200ml,Citrus Energy,18,NA
2024-11-14,TXN00003074,USER002226,LM-MAG-004,Magnesium Recovery Balm,Standard,Citrus Energy,42,EU
2024-11-14,TXN00003331,USER002405,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Rose Comfort,42,NA
2024-11-14,TXN00003408,USER002464,LM-MST-005,Cooling Mist Spray,50ml,Unscented,26,EU
2024-11-15,TXN00000184,USER000138,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,24,NA
2024-11-15,TXN00000287,USER000217,LM-DEO-001,Clean Deodorant Stick,Travel Size,Eucalyptus Fresh,24,NA
2024-11-15,TXN00000740,USER000539,LM-WSH-007,Adaptogen Body Wash,200ml,Eucalyptus Fresh,36,NA
2024-11-15,TXN00000802,USER000585,LM-ROL-012,Aromatherapy Roller,Standard,Eucalyptus Fresh,22,NA
2024-11-15,TXN00000818,USER000596,LM-OIL-008,Warming Body Oil,50ml,Rose Comfort,48,NA
2024-11-15,TXN00000822,USER000598,LM-KIT-009,PMS Comfort Kit,100ml,Citrus Energy,65,EU
2024-11-15,TXN00001383,USER001014,LM-SOK-006,Muscle Soak Salts,200ml,Lavender Calm,32,EU
2024-11-15,TXN00001520,USER001108,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,NA
2024-11-15,TXN00001523,USER001111,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,65,EU
2024-11-15,TXN00001563,USER001139,LM-MST-005,Cooling Mist Spray,Standard,Unscented,26,EU
2024-11-15,TXN00001670,USER001217,LM-JRN-011,Movement Journal,100ml,Lavender Calm,24,EU
2024-11-15,TXN00001691,USER001234,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,26,EU
2024-11-15,TXN00001692,USER001235,LM-SPF-002,SPF 50 Face Stick,Travel Size,Citrus Energy,28,EU
2024-11-15,TXN00001777,USER001303,LM-KIT-009,PMS Comfort Kit,100ml,Unscented,65,NA
2024-11-15,TXN00001815,USER001331,LM-OIL-008,Warming Body Oil,50ml,Unscented,48,EU
2024-11-15,TXN00001981,USER001445,LM-MST-005,Cooling Mist Spray,50ml,Rose Comfort,26,EU
2024-11-15,TXN00002191,USER001603,LM-JRN-011,Movement Journal,50ml,Rose Comfort,24,EU
2024-11-15,TXN00002559,USER001866,LM-KIT-009,PMS Comfort Kit,100ml,Unscented,65,EU
2024-11-15,TXN00002625,USER001918,LM-JRN-011,Movement Journal,Standard,Rose Comfort,24,NA
2024-11-15,TXN00002800,USER002033,LM-MST-005,Cooling Mist Spray,200ml,Unscented,26,EU
2024-11-15,TXN00002853,USER002065,LM-SOK-006,Muscle Soak Salts,100ml,Lavender Calm,32,EU
2024-11-15,TXN00003101,USER002245,LM-JRN-011,Movement Journal,200ml,Citrus Energy,24,EU
2024-11-16,TXN00000127,USER000096,LM-SPF-002,SPF 50 Face Stick,200ml,Rose Comfort,28,EU
2024-11-16,TXN00000132,USER000101,LM-JRN-011,Movement Journal,Standard,Eucalyptus Fresh,24,EU
2024-11-16,TXN00000137,USER000104,LM-SPF-002,SPF 50 Face Stick,200ml,Eucalyptus Fresh,28,EU
2024-11-16,TXN00000160,USER000119,LM-ROL-012,Aromatherapy Roller,Travel Size,Unscented,22,EU
2024-11-16,TXN00000188,USER000141,LM-DEO-001,Clean Deodorant Stick,Standard,Citrus Energy,24,NA
2024-11-16,TXN00000202,USER000153,LM-MST-005,Cooling Mist Spray,Travel Size,Lavender Calm,26,NA
2024-11-16,TXN00000248,USER000187,LM-DEO-001,Clean Deodorant Stick,50ml,Citrus Energy,24,NA
2024-11-16,TXN00000255,USER000193,LM-CAN-010,Ritual Grounding Candle,50ml,Eucalyptus Fresh,38,NA
2024-11-16,TXN00000292,USER000219,LM-SOK-006,Muscle Soak Salts,Travel Size,Citrus Energy,32,NA
2024-11-16,TXN00000297,USER000223,LM-ROL-012,Aromatherapy Roller,Travel Size,Rose Comfort,22,EU
2024-11-16,TXN00000337,USER000252,LM-OIL-008,Warming Body Oil,Travel Size,Unscented,48,NA
2024-11-16,TXN00000379,USER000282,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Lavender Calm,42,EU
2024-11-16,TXN00000493,USER000369,LM-MAG-004,Magnesium Recovery Balm,Standard,Unscented,42,EU
2024-11-16,TXN00000747,USER000545,LM-JRN-011,Movement Journal,100ml,Citrus Energy,24,EU
2024-11-16,TXN00000956,USER000698,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Unscented,42,EU
2024-11-16,TXN00001125,USER000822,LM-JRN-011,Movement Journal,100ml,Citrus Energy,24,NA
2024-11-16,TXN00001498,USER001094,LM-ROL-012,Aromatherapy Roller,200ml,Citrus Energy,22,EU
2024-11-16,TXN00001849,USER001358,LM-DEO-001,Clean Deodorant Stick,100ml,Rose Comfort,24,EU
2024-11-16,TXN00001917,USER001405,LM-MAG-004,Magnesium Recovery Balm,200ml,Rose Comfort,42,EU
2024-11-16,TXN00002139,USER001562,LM-DEO-001,Clean Deodorant Stick,50ml,Lavender Calm,24,NA
2024-11-16,TXN00002187,USER001600,LM-ROL-012,Aromatherapy Roller,50ml,Citrus Energy,22,EU
2024-11-16,TXN00002301,USER001687,LM-ROL-012,Aromatherapy Roller,200ml,Eucalyptus Fresh,22,NA
2024-11-16,TXN00002331,USER001711,LM-SOK-006,Muscle Soak Salts,50ml,Citrus Energy,32,NA
2024-11-16,TXN00002372,USER001742,LM-CLO-003,Cleansing Body Cloths,Travel Size,Eucalyptus Fresh,18,EU
2024-11-16,TXN00002797,USER002031,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,28,EU
2024-11-16,TXN00003076,USER002228,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,NA
2024-11-16,TXN00003186,USER002302,LM-SPF-002,SPF 50 Face Stick,100ml,Eucalyptus Fresh,28,EU
2024-11-16,TXN00003328,USER002404,LM-SPF-002,SPF 50 Face Stick,200ml,Eucalyptus Fresh,28,NA
2024-11-17,TXN00000025,USER000014,LM-CAN-010,Ritual Grounding Candle,Standard,Lavender Calm,38,NA
2024-11-17,TXN00000035,USER000024,LM-CAN-010,Ritual Grounding Candle,Standard,Citrus Energy,38,EU
2024-11-17,TXN00000073,USER000055,LM-CLO-003,Cleansing Body Cloths,200ml,Eucalyptus Fresh,18,EU
2024-11-17,TXN00000197,USER000149,LM-OIL-008,Warming Body Oil,200ml,Rose Comfort,48,NA
2024-11-17,TXN00000550,USER000409,LM-CAN-010,Ritual Grounding Candle,Standard,Citrus Energy,38,EU
2024-11-17,TXN00000672,USER000494,LM-CLO-003,Cleansing Body Cloths,Travel Size,Citrus Energy,18,NA
2024-11-17,TXN00000683,USER000502,LM-DEO-001,Clean Deodorant Stick,100ml,Rose Comfort,24,NA
2024-11-17,TXN00000692,USER000509,LM-WSH-007,Adaptogen Body Wash,100ml,Lavender Calm,36,EU
2024-11-17,TXN00001028,USER000752,LM-JRN-011,Movement Journal,Travel Size,Rose Comfort,24,NA
2024-11-17,TXN00001069,USER000782,LM-MST-005,Cooling Mist Spray,Standard,Lavender Calm,26,EU
2024-11-17,TXN00001211,USER000883,LM-SOK-006,Muscle Soak Salts,200ml,Rose Comfort,32,EU
2024-11-17,TXN00001539,USER001122,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,48,EU
2024-11-17,TXN00001547,USER001128,LM-WSH-007,Adaptogen Body Wash,200ml,Lavender Calm,36,NA
2024-11-17,TXN00001625,USER001186,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,EU
2024-11-17,TXN00001895,USER001388,LM-WSH-007,Adaptogen Body Wash,Standard,Rose Comfort,36,NA
2024-11-17,TXN00001919,USER001407,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,22,NA
2024-11-17,TXN00002101,USER001537,LM-KIT-009,PMS Comfort Kit,Standard,Lavender Calm,65,NA
2024-11-17,TXN00002190,USER001602,LM-CLO-003,Cleansing Body Cloths,200ml,Citrus Energy,18,NA
2024-11-17,TXN00002315,USER001699,LM-OIL-008,Warming Body Oil,50ml,Rose Comfort,48,EU
2024-11-17,TXN00002406,USER001762,LM-ROL-012,Aromatherapy Roller,200ml,Lavender Calm,22,NA
2024-11-17,TXN00002514,USER001839,LM-JRN-011,Movement Journal,200ml,Eucalyptus Fresh,24,EU
2024-11-17,TXN00002587,USER001888,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,NA
2024-11-17,TXN00002949,USER002133,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,24,EU
2024-11-17,TXN00003232,USER002333,LM-SOK-006,Muscle Soak Salts,100ml,Rose Comfort,32,NA
2024-11-17,TXN00003238,USER002338,LM-DEO-001,Clean Deodorant Stick,Standard,Rose Comfort,24,NA
2024-11-18,TXN00000236,USER000176,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,NA
2024-11-18,TXN00000275,USER000207,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,65,NA
2024-11-18,TXN00000490,USER000367,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,18,NA
2024-11-18,TXN00000570,USER000426,LM-SOK-006,Muscle Soak Salts,50ml,Lavender Calm,32,NA
2024-11-18,TXN00000846,USER000615,LM-SPF-002,SPF 50 Face Stick,Travel Size,Citrus Energy,28,NA
2024-11-18,TXN00001079,USER000788,LM-CAN-010,Ritual Grounding Candle,50ml,Lavender Calm,38,NA
2024-11-18,TXN00001203,USER000879,LM-WSH-007,Adaptogen Body Wash,50ml,Unscented,36,NA
2024-11-18,TXN00001246,USER000912,LM-DEO-001,Clean Deodorant Stick,Travel Size,Eucalyptus Fresh,24,EU
2024-11-18,TXN00001378,USER001010,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,EU
2024-11-18,TXN00001390,USER001018,LM-MST-005,Cooling Mist Spray,50ml,Unscented,26,NA
2024-11-18,TXN00001395,USER001021,LM-CLO-003,Cleansing Body Cloths,50ml,Rose Comfort,18,EU
2024-11-18,TXN00001515,USER001105,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,EU
2024-11-18,TXN00001531,USER001116,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,18,EU
2024-11-18,TXN00001850,USER001359,LM-MAG-004,Magnesium Recovery Balm,50ml,Eucalyptus Fresh,42,NA
2024-11-18,TXN00001874,USER001373,LM-SPF-002,SPF 50 Face Stick,Travel Size,Lavender Calm,28,NA
2024-11-18,TXN00001930,USER001413,LM-KIT-009,PMS Comfort Kit,200ml,Unscented,65,NA
2024-11-18,TXN00002085,USER001526,LM-KIT-009,PMS Comfort Kit,Standard,Citrus Energy,65,EU
2024-11-18,TXN00002156,USER001575,LM-SOK-006,Muscle Soak Salts,50ml,Eucalyptus Fresh,32,EU
2024-11-18,TXN00002398,USER001758,LM-KIT-009,PMS Comfort Kit,Travel Size,Lavender Calm,65,EU
2024-11-18,TXN00002497,USER001828,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,26,NA
2024-11-18,TXN00002555,USER001865,LM-KIT-009,PMS Comfort Kit,Travel Size,Rose Comfort,65,NA
2024-11-18,TXN00002620,USER001914,LM-CLO-003,Cleansing Body Cloths,200ml,Citrus Energy,18,NA
2024-11-18,TXN00002642,USER001929,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,NA
2024-11-18,TXN00002917,USER002112,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,NA
2024-11-18,TXN00003038,USER002201,LM-DEO-001,Clean Deodorant Stick,100ml,Rose Comfort,24,NA
2024-11-18,TXN00003134,USER002268,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Citrus Energy,42,EU
2024-11-18,TXN00003435,USER002483,LM-CAN-010,Ritual Grounding Candle,200ml,Eucalyptus Fresh,38,EU
2024-11-19,TXN00000163,USER000121,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,18,EU
2024-11-19,TXN00000185,USER000139,LM-CAN-010,Ritual Grounding Candle,50ml,Citrus Energy,38,NA
2024-11-19,TXN00000357,USER000265,LM-SOK-006,Muscle Soak Salts,200ml,Unscented,32,EU
2024-11-19,TXN00000366,USER000272,LM-MST-005,Cooling Mist Spray,50ml,Eucalyptus Fresh,26,NA
2024-11-19,TXN00000475,USER000355,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,18,NA
2024-11-19,TXN00000484,USER000362,LM-DEO-001,Clean Deodorant Stick,Travel Size,Unscented,24,EU
2024-11-19,TXN00000565,USER000421,LM-SOK-006,Muscle Soak Salts,Standard,Eucalyptus Fresh,32,NA
2024-11-19,TXN00000578,USER000431,LM-MST-005,Cooling Mist Spray,50ml,Rose Comfort,26,NA
2024-11-19,TXN00000701,USER000514,LM-ROL-012,Aromatherapy Roller,100ml,Unscented,22,EU
2024-11-19,TXN00000879,USER000640,LM-JRN-011,Movement Journal,200ml,Eucalyptus Fresh,24,EU
2024-11-19,TXN00000924,USER000671,LM-MAG-004,Magnesium Recovery Balm,Standard,Citrus Energy,42,EU
2024-11-19,TXN00000961,USER000701,LM-KIT-009,PMS Comfort Kit,Standard,Eucalyptus Fresh,65,EU
2024-11-19,TXN00000966,USER000704,LM-OIL-008,Warming Body Oil,Standard,Lavender Calm,48,NA
2024-11-19,TXN00000995,USER000726,LM-DEO-001,Clean Deodorant Stick,Standard,Lavender Calm,24,NA
2024-11-19,TXN00001166,USER000852,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,NA
2024-11-19,TXN00001205,USER000880,LM-OIL-008,Warming Body Oil,50ml,Citrus Energy,48,EU
2024-11-19,TXN00001247,USER000913,LM-JRN-011,Movement Journal,200ml,Rose Comfort,24,EU
2024-11-19,TXN00002041,USER001491,LM-DEO-001,Clean Deodorant Stick,50ml,Eucalyptus Fresh,24,NA
2024-11-19,TXN00002345,USER001722,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,NA
2024-11-19,TXN00002354,USER001728,LM-OIL-008,Warming Body Oil,100ml,Unscented,48,NA
2024-11-19,TXN00002631,USER001921,LM-OIL-008,Warming Body Oil,Standard,Eucalyptus Fresh,48,NA
2024-11-19,TXN00002953,USER002136,LM-SOK-006,Muscle Soak Salts,200ml,Eucalyptus Fresh,32,EU
2024-11-19,TXN00003016,USER002185,LM-KIT-009,PMS Comfort Kit,100ml,Unscented,65,EU
2024-11-19,TXN00003456,USER002499,LM-SOK-006,Muscle Soak Salts,Travel Size,Rose Comfort,32,NA
2024-11-20,TXN00000043,USER000028,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,65,EU
2024-11-20,TXN00000200,USER000152,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,18,NA
2024-11-20,TXN00000329,USER000247,LM-SOK-006,Muscle Soak Salts,200ml,Citrus Energy,32,EU
2024-11-20,TXN00000515,USER000384,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,NA
2024-11-20,TXN00000640,USER000469,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,26,NA
2024-11-20,TXN00000688,USER000506,LM-SPF-002,SPF 50 Face Stick,Travel Size,Rose Comfort,28,EU
2024-11-20,TXN00000912,USER000662,LM-JRN-011,Movement Journal,200ml,Lavender Calm,24,EU
2024-11-20,TXN00001022,USER000747,LM-WSH-007,Adaptogen Body Wash,Standard,Eucalyptus Fresh,36,NA
2024-11-20,TXN00001035,USER000758,LM-MST-005,Cooling Mist Spray,50ml,Eucalyptus Fresh,26,EU
2024-11-20,TXN00001104,USER000807,LM-DEO-001,Clean Deodorant Stick,Travel Size,Citrus Energy,24,NA
2024-11-20,TXN00001178,USER000862,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,EU
2024-11-20,TXN00001374,USER001007,LM-OIL-008,Warming Body Oil,50ml,Rose Comfort,48,EU
2024-11-20,TXN00001693,USER001236,LM-DEO-001,Clean Deodorant Stick,Standard,Citrus Energy,24,NA
2024-11-20,TXN00002513,USER001838,LM-JRN-011,Movement Journal,Travel Size,Unscented,24,NA
2024-11-20,TXN00002852,USER002065,LM-ROL-012,Aromatherapy Roller,100ml,Lavender Calm,22,EU
2024-11-20,TXN00002861,USER002071,LM-WSH-007,Adaptogen Body Wash,100ml,Eucalyptus Fresh,36,EU
2024-11-20,TXN00002927,USER002119,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,28,EU
2024-11-20,TXN00003008,USER002177,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,24,NA
2024-11-20,TXN00003307,USER002386,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,18,NA
2024-11-21,TXN00000104,USER000078,LM-CAN-010,Ritual Grounding Candle,200ml,Rose Comfort,38,NA
2024-11-21,TXN00000407,USER000303,LM-CAN-010,Ritual Grounding Candle,200ml,Unscented,38,EU
2024-11-21,TXN00000465,USER000349,LM-JRN-011,Movement Journal,200ml,Citrus Energy,24,EU
2024-11-21,TXN00000481,USER000360,LM-CLO-003,Cleansing Body Cloths,Travel Size,Citrus Energy,18,NA
2024-11-21,TXN00000746,USER000545,LM-MST-005,Cooling Mist Spray,Travel Size,Lavender Calm,26,EU
2024-11-21,TXN00001113,USER000814,LM-MST-005,Cooling Mist Spray,50ml,Lavender Calm,26,EU
2024-11-21,TXN00001120,USER000818,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,EU
2024-11-21,TXN00001177,USER000861,LM-DEO-001,Clean Deodorant Stick,200ml,Unscented,24,EU
2024-11-21,TXN00001266,USER000927,LM-JRN-011,Movement Journal,Travel Size,Lavender Calm,24,NA
2024-11-21,TXN00002005,USER001465,LM-JRN-011,Movement Journal,200ml,Eucalyptus Fresh,24,EU
2024-11-21,TXN00002023,USER001478,LM-CAN-010,Ritual Grounding Candle,50ml,Rose Comfort,38,NA
2024-11-21,TXN00002383,USER001749,LM-MAG-004,Magnesium Recovery Balm,200ml,Eucalyptus Fresh,42,EU
2024-11-21,TXN00002391,USER001754,LM-MST-005,Cooling Mist Spray,Standard,Lavender Calm,26,NA
2024-11-21,TXN00002499,USER001829,LM-OIL-008,Warming Body Oil,Standard,Eucalyptus Fresh,48,EU
2024-11-21,TXN00002716,USER001981,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,EU
2024-11-21,TXN00002758,USER002007,LM-KIT-009,PMS Comfort Kit,Standard,Lavender Calm,65,NA
2024-11-21,TXN00002840,USER002059,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,NA
2024-11-21,TXN00002944,USER002130,LM-MAG-004,Magnesium Recovery Balm,50ml,Rose Comfort,42,NA
2024-11-21,TXN00002980,USER002156,LM-OIL-008,Warming Body Oil,100ml,Unscented,48,NA
2024-11-21,TXN00003197,USER002309,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,NA
2024-11-21,TXN00003250,USER002348,LM-CLO-003,Cleansing Body Cloths,200ml,Eucalyptus Fresh,18,EU
2024-11-22,TXN00000485,USER000363,LM-SPF-002,SPF 50 Face Stick,50ml,Rose Comfort,28,NA
2024-11-22,TXN00000699,USER000513,LM-ROL-012,Aromatherapy Roller,50ml,Lavender Calm,22,EU
2024-11-22,TXN00000935,USER000679,LM-ROL-012,Aromatherapy Roller,100ml,Eucalyptus Fresh,22,EU
2024-11-22,TXN00000945,USER000689,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Lavender Calm,42,EU
2024-11-22,TXN00001114,USER000815,LM-ROL-012,Aromatherapy Roller,200ml,Lavender Calm,22,NA
2024-11-22,TXN00001355,USER000991,LM-CAN-010,Ritual Grounding Candle,100ml,Eucalyptus Fresh,38,NA
2024-11-22,TXN00001361,USER000996,LM-WSH-007,Adaptogen Body Wash,Standard,Lavender Calm,36,NA
2024-11-22,TXN00001364,USER000999,LM-SPF-002,SPF 50 Face Stick,50ml,Citrus Energy,28,EU
2024-11-22,TXN00001392,USER001019,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,24,EU
2024-11-22,TXN00001401,USER001026,LM-SOK-006,Muscle Soak Salts,200ml,Eucalyptus Fresh,32,NA
2024-11-22,TXN00001497,USER001093,LM-JRN-011,Movement Journal,100ml,Lavender Calm,24,NA
2024-11-22,TXN00001604,USER001170,LM-ROL-012,Aromatherapy Roller,100ml,Citrus Energy,22,NA
2024-11-22,TXN00001900,USER001392,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,EU
2024-11-22,TXN00002087,USER001527,LM-JRN-011,Movement Journal,50ml,Citrus Energy,24,EU
2024-11-22,TXN00002100,USER001537,LM-ROL-012,Aromatherapy Roller,200ml,Unscented,22,NA
2024-11-22,TXN00002130,USER001557,LM-OIL-008,Warming Body Oil,100ml,Rose Comfort,48,EU
2024-11-22,TXN00002182,USER001595,LM-KIT-009,PMS Comfort Kit,50ml,Rose Comfort,65,NA
2024-11-22,TXN00002288,USER001675,LM-KIT-009,PMS Comfort Kit,200ml,Eucalyptus Fresh,65,NA
2024-11-22,TXN00002344,USER001722,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,NA
2024-11-22,TXN00002561,USER001867,LM-JRN-011,Movement Journal,50ml,Lavender Calm,24,EU
2024-11-22,TXN00002627,USER001919,LM-SPF-002,SPF 50 Face Stick,200ml,Lavender Calm,28,NA
2024-11-22,TXN00002775,USER002018,LM-KIT-009,PMS Comfort Kit,100ml,Unscented,65,NA
2024-11-22,TXN00002794,USER002029,LM-OIL-008,Warming Body Oil,Travel Size,Rose Comfort,48,NA
2024-11-22,TXN00003057,USER002213,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,28,NA
2024-11-22,TXN00003162,USER002285,LM-WSH-007,Adaptogen Body Wash,100ml,Rose Comfort,36,NA
2024-11-22,TXN00003239,USER002338,LM-DEO-001,Clean Deodorant Stick,100ml,Rose Comfort,24,NA
2024-11-22,TXN00003375,USER002437,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,28,NA
2024-11-22,TXN00003423,USER002475,LM-SOK-006,Muscle Soak Salts,Travel Size,Unscented,32,NA
2024-11-23,TXN00000019,USER000011,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,22,EU
2024-11-23,TXN00000080,USER000061,LM-ROL-012,Aromatherapy Roller,Standard,Lavender Calm,22,NA
2024-11-23,TXN00000220,USER000165,LM-KIT-009,PMS Comfort Kit,50ml,Lavender Calm,65,EU
2024-11-23,TXN00000238,USER000177,LM-JRN-011,Movement Journal,Travel Size,Lavender Calm,24,NA
2024-11-23,TXN00000274,USER000206,LM-DEO-001,Clean Deodorant Stick,100ml,Unscented,24,NA
2024-11-23,TXN00000494,USER000369,LM-WSH-007,Adaptogen Body Wash,Standard,Citrus Energy,36,EU
2024-11-23,TXN00000696,USER000511,LM-CLO-003,Cleansing Body Cloths,100ml,Citrus Energy,18,EU
2024-11-23,TXN00000739,USER000539,LM-SPF-002,SPF 50 Face Stick,50ml,Eucalyptus Fresh,28,NA
2024-11-23,TXN00000745,USER000544,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,28,EU
2024-11-23,TXN00000767,USER000559,LM-SPF-002,SPF 50 Face Stick,100ml,Rose Comfort,28,NA
2024-11-23,TXN00000853,USER000620,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,28,EU
2024-11-23,TXN00000858,USER000625,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,NA
2024-11-23,TXN00000880,USER000640,LM-OIL-008,Warming Body Oil,Standard,Lavender Calm,48,EU
2024-11-23,TXN00000894,USER000650,LM-CAN-010,Ritual Grounding Candle,100ml,Citrus Energy,38,NA
2024-11-23,TXN00000980,USER000715,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,24,EU
2024-11-23,TXN00001036,USER000758,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,18,EU
2024-11-23,TXN00001107,USER000809,LM-JRN-011,Movement Journal,Standard,Eucalyptus Fresh,24,NA
